,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
0,1050047,2020-03-11 05:53:10,630425673344,fraud_Luettgen PLC,gas_transport,57.81,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365,Special effects artist,1970-03-14,90669fed5c2aef776bf9975fb632e190,1362981190,38.835146,-79.363904,0
1,117752,2019-03-07 19:31:54,501831082224,fraud_Padberg-Sauer,home,22.29,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,1962-05-04,ae78b07224d8df7c2fcef97d7dcb9489,1331148714,41.415332,-78.72164599999999,0
2,683745,2019-10-19 04:22:16,4671727014157745,fraud_Sporer Inc,gas_transport,48.3,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,5c7f0a8a5b3d938f3afdfc9182030ec5,1350620536,40.177408,-84.699399,0
3,277063,2019-05-17 10:40:18,375848982312810,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1.99,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,3148a8bcc12592179df7e50cfb32ea2c,1337251218,32.19045,-98.31984,0
4,9669,2019-01-06 23:53:54,4149238353975790,fraud_Bechtelar-Rippin,food_dining,58.74,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,7f79d4633daeee8c17f93eba0f1aedaa,1325894034,40.726091,-80.73850999999999,0
5,368137,2019-06-19 19:55:51,3511378610369890,fraud_Gerhold LLC,home,94.9,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,a5d4b794a17d1a99eaf38efd578f2f01,1340135751,34.332974,-87.328807,0
6,1004020,2020-02-16 13:42:42,4584931703207308232,"fraud_Torp, Muller and Borer",health_fitness,81.78,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,2c09725f892e3e3aa09a3956cb66ee5e,1361022162,33.23878,-96.812375,0
7,905056,2019-12-28 05:53:56,3517814635263522,fraud_Price Inc,shopping_net,3.75,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,30d5c8d4d92e5f814cd713a64cba24ee,1356674036,37.183924,-80.515741,0
8,910669,2019-12-29 05:29:24,4836998673805450,"fraud_Bernier, Volkman and Hoeger",misc_net,130.29,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,fade3cda9484d7bdc0487cf48c2cdd92,1356758964,46.097456,-85.579227,0
9,80341,2019-02-17 12:11:39,3566373869538620,fraud_Stracke-Lemke,grocery_pos,340.18,Steven,Castaneda,M,46809 Toni Flat Suite 216,Lamy,NM,87540,35.4311,-105.9409,923,Public relations account executive,1964-06-22,e3b4c3f417a3c5b334049400bf92b089,1329480699,36.14015,-106.119865,1
